tarih,rota,saat_araligi,fiyat,tedarikçi,araç
2025-03-31 09:42:31,istanbul_to_eyup,4 saat,€50.84,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:42:31,istanbul_to_eyup,4 saat,€109.96,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:42:34,istanbul_to_eyup,8 saat,€46.74,Welcome PickUps,Standard (Skoda Octavia or similar)
2025-03-31 09:42:34,istanbul_to_eyup,8 saat,€54.12,Bizim Transfer,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:42:34,istanbul_to_eyup,8 saat,€54.12,Bizim Transfer,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:42:34,istanbul_to_eyup,8 saat,€66.22,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:42:34,istanbul_to_eyup,8 saat,€112.4,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:42:38,istanbul_to_eyup,10 saat,€46.74,Welcome PickUps,Standard (Skoda Octavia or similar)
2025-03-31 09:42:38,istanbul_to_eyup,10 saat,€54.01,Bodrum Luxury Travel,Electric Standard (Electric Standard Vehicle)
2025-03-31 09:42:38,istanbul_to_eyup,10 saat,€54.12,Bizim Transfer,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:42:38,istanbul_to_eyup,10 saat,€57.17,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:42:38,istanbul_to_eyup,10 saat,€68.73,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:42:38,istanbul_to_eyup,10 saat,€123,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:42:42,istanbul_to_eyup,12 saat,€54.12,Bizim Transfer,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:42:42,istanbul_to_eyup,12 saat,€54.14,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 09:42:42,istanbul_to_eyup,12 saat,€59.51,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:42:42,istanbul_to_eyup,12 saat,€60.42,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:42:42,istanbul_to_eyup,12 saat,€73.25,Bodrum Luxury Travel,Executive (Mercedes Benz E-Class or similar)
2025-03-31 09:42:42,istanbul_to_eyup,12 saat,€122.46,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:42:46,eyup_to_istanbul,4 saat,€46.68,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 09:42:46,eyup_to_istanbul,4 saat,€53.46,Truva Group Tasimacilik LTD STI (Alantransfer),People Carrier (Peugeot 5008 or similar)
2025-03-31 09:42:46,eyup_to_istanbul,4 saat,€54.46,Truva Group Tasimacilik LTD STI (Alantransfer),Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:42:46,eyup_to_istanbul,4 saat,€64.94,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:42:46,eyup_to_istanbul,4 saat,€109.96,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:42:49,eyup_to_istanbul,8 saat,€46.68,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 09:42:49,eyup_to_istanbul,8 saat,€48.78,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:42:49,eyup_to_istanbul,8 saat,€49.89,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:42:49,eyup_to_istanbul,8 saat,€54.1,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:42:49,eyup_to_istanbul,8 saat,€94.96,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:42:52,eyup_to_istanbul,10 saat,€46.72,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 09:42:52,eyup_to_istanbul,10 saat,€52.98,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:42:52,eyup_to_istanbul,10 saat,€54.1,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:42:52,eyup_to_istanbul,10 saat,€54.1,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:42:52,eyup_to_istanbul,10 saat,€94.96,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:42:55,eyup_to_istanbul,12 saat,€42.99,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 09:42:55,eyup_to_istanbul,12 saat,€46.49,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:42:55,eyup_to_istanbul,12 saat,€46.62,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:42:55,eyup_to_istanbul,12 saat,€49.69,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:42:55,eyup_to_istanbul,12 saat,€58.46,Bodrum Luxury Travel,Executive (Mercedes Benz E-Class or similar)
2025-03-31 09:42:55,eyup_to_istanbul,12 saat,€109.47,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:42:58,istanbul_to_kanyon,4 saat,€47.48,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:42:58,istanbul_to_kanyon,4 saat,€48.59,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:42:58,istanbul_to_kanyon,4 saat,€48.65,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:42:58,istanbul_to_kanyon,4 saat,€50.39,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 09:42:58,istanbul_to_kanyon,4 saat,€107.75,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:43:01,istanbul_to_kanyon,8 saat,€50.43,Welcome PickUps,Standard (Skoda Octavia or similar)
2025-03-31 09:43:01,istanbul_to_kanyon,8 saat,€58.73,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:43:01,istanbul_to_kanyon,8 saat,€60.74,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:43:01,istanbul_to_kanyon,8 saat,€60.74,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:43:01,istanbul_to_kanyon,8 saat,€129.91,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:43:04,istanbul_to_kanyon,10 saat,€50.43,Welcome PickUps,Standard (Skoda Octavia or similar)
2025-03-31 09:43:04,istanbul_to_kanyon,10 saat,€58.73,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:43:04,istanbul_to_kanyon,10 saat,€60.74,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:43:04,istanbul_to_kanyon,10 saat,€60.74,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:43:04,istanbul_to_kanyon,10 saat,€130.53,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:43:07,istanbul_to_kanyon,12 saat,€53.2,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 09:43:07,istanbul_to_kanyon,12 saat,€55.77,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:43:07,istanbul_to_kanyon,12 saat,€60.74,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:43:07,istanbul_to_kanyon,12 saat,€60.74,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:43:07,istanbul_to_kanyon,12 saat,€68.38,Bodrum Luxury Travel,Executive (Mercedes Benz E-Class or similar)
2025-03-31 09:43:07,istanbul_to_kanyon,12 saat,€131.76,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:43:10,kanyon_to_istanbul,4 saat,€47.36,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:43:10,kanyon_to_istanbul,4 saat,€47.36,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:43:10,kanyon_to_istanbul,4 saat,€48.65,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:43:10,kanyon_to_istanbul,4 saat,€50.41,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 09:43:10,kanyon_to_istanbul,4 saat,€104.43,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:43:13,kanyon_to_istanbul,8 saat,€45.39,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 09:43:13,kanyon_to_istanbul,8 saat,€45.52,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:43:13,kanyon_to_istanbul,8 saat,€46.49,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:43:13,kanyon_to_istanbul,8 saat,€48.65,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:43:13,kanyon_to_istanbul,8 saat,€100.86,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:43:16,kanyon_to_istanbul,10 saat,€45.39,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 09:43:16,kanyon_to_istanbul,10 saat,€45.52,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:43:16,kanyon_to_istanbul,10 saat,€46.49,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:43:16,kanyon_to_istanbul,10 saat,€48.65,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:43:16,kanyon_to_istanbul,10 saat,€100.86,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:43:19,kanyon_to_istanbul,12 saat,€37.33,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 09:43:19,kanyon_to_istanbul,12 saat,€41.19,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:43:19,kanyon_to_istanbul,12 saat,€41.19,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:43:19,kanyon_to_istanbul,12 saat,€48.65,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:43:19,kanyon_to_istanbul,12 saat,€54.7,Bodrum Luxury Travel,Executive (Mercedes Benz E-Class or similar)
2025-03-31 09:43:19,kanyon_to_istanbul,12 saat,€106.27,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:43:22,istanbul_to_bebek,4 saat,€50.37,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 09:43:22,istanbul_to_bebek,4 saat,€55.35,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:43:22,istanbul_to_bebek,4 saat,€55.35,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:43:22,istanbul_to_bebek,4 saat,€67.19,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:43:22,istanbul_to_bebek,4 saat,€120.97,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:43:25,istanbul_to_bebek,8 saat,€50.43,Welcome PickUps,Standard (Skoda Octavia or similar)
2025-03-31 09:43:25,istanbul_to_bebek,8 saat,€56.58,Bizim Transfer,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:43:25,istanbul_to_bebek,8 saat,€56.58,Bizim Transfer,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:43:25,istanbul_to_bebek,8 saat,€74.88,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:43:25,istanbul_to_bebek,8 saat,€122.46,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:43:28,istanbul_to_bebek,10 saat,€50.43,Welcome PickUps,Standard (Skoda Octavia or similar)
2025-03-31 09:43:28,istanbul_to_bebek,10 saat,€56.58,Bizim Transfer,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:43:28,istanbul_to_bebek,10 saat,€56.58,Bizim Transfer,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:43:28,istanbul_to_bebek,10 saat,€74.88,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:43:28,istanbul_to_bebek,10 saat,€122.46,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:43:31,istanbul_to_bebek,12 saat,€48.09,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 09:43:31,istanbul_to_bebek,12 saat,€54.93,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:43:31,istanbul_to_bebek,12 saat,€56.58,Bizim Transfer,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:43:31,istanbul_to_bebek,12 saat,€74.96,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:43:31,istanbul_to_bebek,12 saat,€124.54,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:43:34,bebek_to_istanbul,4 saat,€50.37,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 09:43:34,bebek_to_istanbul,4 saat,€59.5,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:43:34,bebek_to_istanbul,4 saat,€60.48,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:43:34,bebek_to_istanbul,4 saat,€62.67,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:43:34,bebek_to_istanbul,4 saat,€109.96,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:43:37,bebek_to_istanbul,8 saat,€49.94,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 09:43:37,bebek_to_istanbul,8 saat,€53.81,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:43:37,bebek_to_istanbul,8 saat,€53.81,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:43:37,bebek_to_istanbul,8 saat,€59.9,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:43:37,bebek_to_istanbul,8 saat,€99.32,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:43:40,bebek_to_istanbul,10 saat,€49.94,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 09:43:40,bebek_to_istanbul,10 saat,€53.81,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:43:40,bebek_to_istanbul,10 saat,€53.81,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:43:40,bebek_to_istanbul,10 saat,€59.9,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:43:40,bebek_to_istanbul,10 saat,€99.32,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:43:43,bebek_to_istanbul,12 saat,€38.03,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 09:43:43,bebek_to_istanbul,12 saat,€44.83,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:43:43,bebek_to_istanbul,12 saat,€53.86,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:43:43,bebek_to_istanbul,12 saat,€59.9,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:43:43,bebek_to_istanbul,12 saat,€99.51,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:43:46,istanbul_to_tarabya,4 saat,€49.96,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 09:43:46,istanbul_to_tarabya,4 saat,€82.41,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:43:46,istanbul_to_tarabya,4 saat,€82.41,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:43:46,istanbul_to_tarabya,4 saat,€98.39,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:43:46,istanbul_to_tarabya,4 saat,€103.32,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:43:49,istanbul_to_tarabya,8 saat,€50.43,Welcome PickUps,Standard (Skoda Octavia or similar)
2025-03-31 09:43:49,istanbul_to_tarabya,8 saat,€75.42,Bizim Transfer,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:43:49,istanbul_to_tarabya,8 saat,€75.42,Bizim Transfer,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:43:49,istanbul_to_tarabya,8 saat,€99.94,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:43:49,istanbul_to_tarabya,8 saat,€104.44,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:43:52,istanbul_to_tarabya,10 saat,€50.43,Welcome PickUps,Standard (Skoda Octavia or similar)
2025-03-31 09:43:52,istanbul_to_tarabya,10 saat,€75.42,Bizim Transfer,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:43:52,istanbul_to_tarabya,10 saat,€75.42,Bizim Transfer,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:43:52,istanbul_to_tarabya,10 saat,€76.65,Bizim Transfer,Minibus (Renault Master or similar)
2025-03-31 09:43:52,istanbul_to_tarabya,10 saat,€99.94,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:43:55,istanbul_to_tarabya,12 saat,€53.74,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 09:43:55,istanbul_to_tarabya,12 saat,€73.19,Bodrum Luxury Travel,Executive (Mercedes Benz E-Class or similar)
2025-03-31 09:43:55,istanbul_to_tarabya,12 saat,€75.42,Bizim Transfer,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:43:55,istanbul_to_tarabya,12 saat,€76.65,Bizim Transfer,Minibus (Renault Master or similar)
2025-03-31 09:43:55,istanbul_to_tarabya,12 saat,€85.18,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:43:55,istanbul_to_tarabya,12 saat,€99.94,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:43:58,tarabya_to_istanbul,4 saat,€50.37,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 09:43:58,tarabya_to_istanbul,4 saat,€84.86,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:43:58,tarabya_to_istanbul,4 saat,€84.86,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:43:58,tarabya_to_istanbul,4 saat,€85.33,Truva Group Tasimacilik LTD STI (Alantransfer),Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:43:58,tarabya_to_istanbul,4 saat,€107,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:44:01,tarabya_to_istanbul,8 saat,€49.96,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 09:44:01,tarabya_to_istanbul,8 saat,€76.25,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:44:01,tarabya_to_istanbul,8 saat,€77.85,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:44:01,tarabya_to_istanbul,8 saat,€81.17,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:44:01,tarabya_to_istanbul,8 saat,€99.94,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:44:04,tarabya_to_istanbul,10 saat,€50.37,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 09:44:04,tarabya_to_istanbul,10 saat,€77.85,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:44:04,tarabya_to_istanbul,10 saat,€81.8,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:44:04,tarabya_to_istanbul,10 saat,€82.4,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:44:04,tarabya_to_istanbul,10 saat,€82.46,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:44:08,tarabya_to_istanbul,12 saat,€42.87,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 09:44:08,tarabya_to_istanbul,12 saat,€58.61,Bodrum Luxury Travel,Executive (Mercedes Benz E-Class or similar)
2025-03-31 09:44:08,tarabya_to_istanbul,12 saat,€68.17,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:44:08,tarabya_to_istanbul,12 saat,€74.4,Bizim Transfer,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:44:08,tarabya_to_istanbul,12 saat,€82.4,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:44:08,tarabya_to_istanbul,12 saat,€82.4,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:44:11,istanbul_to_bagcilar,4 saat,€50.95,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 09:44:11,istanbul_to_bagcilar,4 saat,€51.88,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:44:11,istanbul_to_bagcilar,4 saat,€52.99,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:44:11,istanbul_to_bagcilar,4 saat,€55.17,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:44:11,istanbul_to_bagcilar,4 saat,€114.37,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:44:14,istanbul_to_bagcilar,8 saat,€49.2,Bizim Transfer,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:44:14,istanbul_to_bagcilar,8 saat,€49.2,Bizim Transfer,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:44:14,istanbul_to_bagcilar,8 saat,€55.35,Welcome PickUps,Standard (Skoda Octavia or similar)
2025-03-31 09:44:14,istanbul_to_bagcilar,8 saat,€63.76,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:44:14,istanbul_to_bagcilar,8 saat,€124.97,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:44:17,istanbul_to_bagcilar,10 saat,€49.2,Bizim Transfer,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:44:17,istanbul_to_bagcilar,10 saat,€49.2,Bizim Transfer,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:44:17,istanbul_to_bagcilar,10 saat,€55.35,Welcome PickUps,Standard (Skoda Octavia or similar)
2025-03-31 09:44:17,istanbul_to_bagcilar,10 saat,€68.65,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:44:17,istanbul_to_bagcilar,10 saat,€124.51,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:44:20,istanbul_to_bagcilar,12 saat,€49.2,Bizim Transfer,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:44:20,istanbul_to_bagcilar,12 saat,€49.2,Bizim Transfer,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:44:20,istanbul_to_bagcilar,12 saat,€54.14,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 09:44:20,istanbul_to_bagcilar,12 saat,€68.7,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:44:20,istanbul_to_bagcilar,12 saat,€72.8,Bodrum Luxury Travel,Executive (Mercedes Benz E-Class or similar)
2025-03-31 09:44:20,istanbul_to_bagcilar,12 saat,€124.51,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:44:23,bagcilar_to_istanbul,4 saat,€48.59,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:44:23,bagcilar_to_istanbul,4 saat,€48.7,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 09:44:23,bagcilar_to_istanbul,4 saat,€49.75,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:44:23,bagcilar_to_istanbul,4 saat,€51.88,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:44:23,bagcilar_to_istanbul,4 saat,€109.96,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:44:26,bagcilar_to_istanbul,8 saat,€53.81,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:44:26,bagcilar_to_istanbul,8 saat,€53.81,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:44:26,bagcilar_to_istanbul,8 saat,€54.92,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 09:44:26,bagcilar_to_istanbul,8 saat,€58.24,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:44:26,bagcilar_to_istanbul,8 saat,€99.97,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:44:29,bagcilar_to_istanbul,10 saat,€53.81,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:44:29,bagcilar_to_istanbul,10 saat,€53.81,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:44:29,bagcilar_to_istanbul,10 saat,€54.92,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 09:44:29,bagcilar_to_istanbul,10 saat,€58.24,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:44:29,bagcilar_to_istanbul,10 saat,€99.97,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:44:32,bagcilar_to_istanbul,12 saat,€42.88,Bodrum Luxury Travel,Standard (Skoda Octavia or similar)
2025-03-31 09:44:32,bagcilar_to_istanbul,12 saat,€48.63,Bodrum Luxury Travel,People Carrier (Peugeot 5008 or similar)
2025-03-31 09:44:32,bagcilar_to_istanbul,12 saat,€49.68,Bodrum Luxury Travel,Large People Carrier (Ford Tourneo or similar)
2025-03-31 09:44:32,bagcilar_to_istanbul,12 saat,€53.85,Bodrum Luxury Travel,Executive People Carrier (Mercedes V-Class or similar)
2025-03-31 09:44:32,bagcilar_to_istanbul,12 saat,€58.28,Bodrum Luxury Travel,Executive (Mercedes Benz E-Class or similar)
2025-03-31 09:44:32,bagcilar_to_istanbul,12 saat,€99.61,Bodrum Luxury Travel,Minibus (Renault Master or similar)
2025-03-31 09:44:36,istanbul_to_saw,4 saat,€67.65,Welcome PickUps,Standard (Skoda Octavia or similar)
2025-03-31 09:44:36,istanbul_to_saw,4 saat,€76.65,Truva Group Tasimacilik LTD STI (Alantransfer),People Carrier (Peugeot 5008 or similar)
2025-03-31 09:44:36,istanbul_to_saw,4 saat,€77.66,Truva Group Tasimacilik LTD STI (Alantransfer),Large People Carrier (Ford Tourneo or similar)
